0,0.000 
0.01 ,-0.984 
0.02 ,-1.943 
0.03 ,-2.878 
0.04 ,-3.788 
0.05 ,-4.672 
0.06 ,-5.530 
0.07 ,-6.361 
0.08 ,-7.165 
0.09 ,-7.940 
0.10 ,-8.686 
0.11 ,-9.402 
0.12 ,-10.088 
0.13 ,-10.741 
0.14 ,-11.362 
0.15 ,-11.948 
0.16 ,-12.499 
0.17 ,-13.014 
0.18 ,-13.490 
0.19 ,-13.927 
0.20 ,-14.323 
0.21 ,-14.668 
0.22 ,-14.959 
0.23 ,-15.200 
0.24 ,-15.395 
0.25 ,-15.549 
0.26 ,-15.663 
0.27 ,-15.742 
0.28 ,-15.786 
0.29 ,-15.798 
0.30 ,-15.780 
0.31 ,-15.732 
0.32 ,-15.655 
0.33 ,-15.552 
0.34 ,-15.423 
0.35 ,-15.268 
0.36 ,-15.089 
0.37 ,-14.886 
0.38 ,-14.661 
0.39 ,-14.412 
0.40 ,-14.142 
0.41 ,-13.851 
0.42 ,-13.539 
0.43 ,-13.206 
0.44 ,-12.854 
0.45 ,-12.482 
0.46 ,-12.090 
0.47 ,-11.680 
0.48 ,-11.252 
0.49 ,-10.805 
0.50 ,-10.341 
0.51 ,-9.859 
0.52 ,-9.360 
0.53 ,-8.845 
0.54 ,-8.312 
0.55 ,-7.764 
0.56 ,-7.200 
0.57 ,-6.620 
0.58 ,-6.024 
0.59 ,-5.414 
0.60 ,-4.788 
0.61 ,-4.149 
0.62 ,-3.495 
0.63 ,-2.826 
0.64 ,-2.145 
0.65 ,-1.449 
0.66 ,-0.740 
0.67 ,-0.019 
0.68 ,0.716 
0.69 ,1.463 
0.70 ,2.222 
0.71 ,2.993 
0.72 ,3.777 
0.73 ,4.572 
0.74 ,5.378 
0.75 ,6.196 
0.76 ,7.025 
0.77 ,7.865 
0.78 ,8.715 
0.79 ,9.577 
0.80 ,10.449 
0.81 ,11.309 
0.82 ,12.134 
0.83 ,12.922 
0.84 ,13.673 
0.85 ,14.384 
0.86 ,15.055 
0.87 ,15.685 
0.88 ,16.271 
0.89 ,16.815 
0.90 ,17.314 
0.91 ,17.768 
0.92 ,18.176 
0.93 ,18.538 
0.94 ,18.852 
0.95 ,19.120 
0.96 ,19.339 
0.97 ,19.509 
0.98 ,19.632 
0.99 ,19.705 
1.00 ,19.729 
